Partner,SeniorCitizen,InternetService,PaymentMethod,PaperlessBilling,MonthlyCharges,StreamingMovies,DeviceProtection,Contract,tenure,Dependents,Churn
False,False,DSL,Credit card (automatic),True,81.8,True,True,Two year,56,False,False
False,True,Fiber optic,Bank transfer (automatic),True,79.75,True,False,Month-to-month,2,False,True
True,False,Fiber optic,Electronic check,True,84.45,False,False,Month-to-month,29,False,True
False,False,Fiber optic,Electronic check,True,79.6,True,False,Month-to-month,1,True,True
False,False,DSL,Electronic check,False,61.55,False,False,One year,26,False,False
True,False,No,Bank transfer (automatic),True,19.95,False,False,Two year,63,False,False
True,False,DSL,Bank transfer (automatic),False,56.25,False,False,Month-to-month,44,True,False
False,False,DSL,Credit card (automatic),True,50.2,False,False,Month-to-month,2,False,False
False,False,No,Mailed check,False,20.35,False,False,Month-to-month,2,False,True
True,True,Fiber optic,Mailed check,True,98.3,False,True,One year,61,False,False
False,False,Fiber optic,Credit card (automatic),False,90.45,True,False,One year,63,False,False
True,True,DSL,Electronic check,False,40.2,False,False,Month-to-month,1,False,True
True,True,No,Bank transfer (automatic),False,19.5,False,False,One year,68,True,False
True,False,Fiber optic,Electronic check,True,115.55,True,True,Two year,72,False,False
True,True,Fiber optic,Credit card (automatic),True,100.05,True,False,Month-to-month,66,False,True
True,False,DSL,Bank transfer (automatic),False,69.85,False,True,Two year,72,True,False
False,True,Fiber optic,Electronic check,True,85.7,False,False,Month-to-month,1,False,True
False,False,DSL,Mailed check,True,55.8,False,True,Month-to-month,5,False,False
True,False,Fiber optic,Credit card (automatic),False,109.55,True,True,Two year,72,True,False
True,False,DSL,Credit card (automatic),True,66.5,False,True,Two year,72,True,False
True,False,Fiber optic,Electronic check,True,99.4,True,False,Two year,72,False,False
False,False,DSL,Credit card (automatic),False,51.75,False,False,Month-to-month,4,False,True
False,True,Fiber optic,Electronic check,True,104.85,True,True,Month-to-month,14,False,True
False,False,Fiber optic,Bank transfer (automatic),True,103.7,True,True,Month-to-month,49,False,True
True,False,DSL,Electronic check,True,90.15,True,True,One year,55,False,False
True,False,DSL,Credit card (automatic),False,50.55,False,False,One year,67,True,False
False,False,No,Credit card (automatic),False,19.75,False,False,Month-to-month,10,False,False
False,True,Fiber optic,Electronic check,True,75.75,False,False,Month-to-month,8,False,True
False,False,DSL,Electronic check,False,50.55,False,False,Month-to-month,1,False,True
True,True,Fiber optic,Electronic check,False,79.2,False,True,Month-to-month,2,False,True
True,False,DSL,Mailed check,True,60.2,True,False,Month-to-month,29,True,False
True,True,Fiber optic,Mailed check,True,109.55,True,True,One year,43,False,True
True,False,No,Bank transfer (automatic),False,20.45,False,False,Two year,62,True,False
True,False,DSL,Electronic check,True,48.55,True,False,Month-to-month,4,False,True
False,False,No,Credit card (automatic),False,20.05,False,False,One year,11,False,False
True,False,DSL,Mailed check,False,56.8,False,False,Two year,55,False,False
True,True,Fiber optic,Electronic check,True,73.55,False,False,Month-to-month,1,False,True
False,True,Fiber optic,Electronic check,False,104.75,True,True,Month-to-month,56,False,False
True,False,No,Bank transfer (automatic),False,19.65,False,False,Month-to-month,30,False,True
False,False,DSL,Mailed check,False,40.25,False,False,One year,10,True,False
True,False,Fiber optic,Electronic check,True,75.5,False,False,Month-to-month,25,True,False
False,False,No,Mailed check,False,19.85,False,False,Month-to-month,9,False,False
True,False,No,Mailed check,True,19.25,False,False,Month-to-month,11,True,True
True,False,Fiber optic,Electronic check,True,100.25,True,False,Month-to-month,10,True,True
False,False,Fiber optic,Electronic check,False,105.3,True,True,Month-to-month,5,False,False
True,False,Fiber optic,Credit card (automatic),True,99.45,True,True,Month-to-month,69,True,True
False,True,Fiber optic,Credit card (automatic),True,79.2,False,False,Month-to-month,40,False,True
False,False,No,Bank transfer (automatic),False,24.9,False,False,Two year,50,False,False
False,False,DSL,Electronic check,True,71.95,True,False,Month-to-month,13,False,False
True,False,DSL,Bank transfer (automatic),False,64.75,False,False,Two year,72,False,False
False,True,Fiber optic,Electronic check,True,94.45,True,False,Month-to-month,16,False,True
True,False,Fiber optic,Mailed check,True,82.05,True,False,One year,48,True,True
True,False,DSL,Bank transfer (automatic),False,51.0,True,True,One year,45,True,False
True,False,Fiber optic,Credit card (automatic),True,84.65,False,False,Two year,63,False,False
True,False,Fiber optic,Electronic check,True,107.25,True,False,One year,56,False,False
False,False,Fiber optic,Electronic check,True,95.25,True,True,Month-to-month,10,False,False
False,False,Fiber optic,Electronic check,True,103.65,True,True,Month-to-month,38,False,False
False,False,No,Mailed check,False,24.2,False,False,Two year,63,False,False
True,True,DSL,Mailed check,False,40.05,True,False,Month-to-month,22,True,True
True,False,No,Bank transfer (automatic),False,19.8,False,False,One year,12,True,True
False,False,DSL,Electronic check,True,39.3,False,False,Month-to-month,57,False,True
False,False,Fiber optic,Bank transfer (automatic),True,106.6,True,False,One year,67,True,False
True,False,Fiber optic,Credit card (automatic),False,105.95,True,True,Month-to-month,50,True,True
False,False,Fiber optic,Electronic check,True,80.45,False,True,Month-to-month,14,False,True
False,True,Fiber optic,Credit card (automatic),True,94.45,True,True,Month-to-month,8,False,True
False,True,DSL,Electronic check,True,30.4,False,True,Month-to-month,2,False,True
True,True,Fiber optic,Electronic check,False,80.35,False,False,Month-to-month,47,False,True
False,False,No,Credit card (automatic),True,19.65,False,False,Month-to-month,5,False,False
True,False,Fiber optic,Bank transfer (automatic),True,97.7,True,False,Month-to-month,34,True,False
False,True,Fiber optic,Electronic check,True,99.45,True,True,Month-to-month,12,False,True
True,True,DSL,Credit card (automatic),True,40.65,True,True,Month-to-month,24,False,True
True,False,Fiber optic,Bank transfer (automatic),True,82.85,True,False,One year,28,True,False
False,False,No,Mailed check,False,20.8,False,False,Month-to-month,1,False,False
True,False,DSL,Mailed check,True,57.75,False,False,One year,23,True,False
True,False,DSL,Bank transfer (automatic),True,87.1,True,True,Two year,72,False,False
True,True,DSL,Electronic check,True,60.05,False,False,One year,53,False,True
False,False,Fiber optic,Electronic check,False,84.3,False,False,Month-to-month,1,False,True
False,True,Fiber optic,Electronic check,True,69.85,False,False,Month-to-month,1,False,True
False,False,Fiber optic,Electronic check,True,86.55,True,False,Month-to-month,8,False,True
True,False,Fiber optic,Bank transfer (automatic),True,94.85,True,True,One year,53,False,True
True,False,Fiber optic,Electronic check,True,100.95,True,False,One year,19,True,True
False,False,Fiber optic,Electronic check,True,79.75,False,False,Month-to-month,15,False,True
False,False,Fiber optic,Bank transfer (automatic),True,74.6,False,False,Month-to-month,49,False,False
False,False,No,Credit card (automatic),True,19.55,False,False,Two year,65,False,False
False,False,DSL,Mailed check,False,74.3,False,True,One year,25,False,True
False,False,Fiber optic,Mailed check,False,95.65,True,False,Month-to-month,1,False,True
False,False,Fiber optic,Electronic check,False,90.55,True,False,Month-to-month,1,False,True
True,False,DSL,Electronic check,False,30.2,False,False,Month-to-month,1,True,True
True,True,Fiber optic,Credit card (automatic),True,105.4,True,True,One year,67,False,False
True,True,Fiber optic,Bank transfer (automatic),True,100.4,True,False,Month-to-month,58,False,False
True,False,Fiber optic,Electronic check,True,109.55,True,True,Month-to-month,47,False,True
True,False,Fiber optic,Electronic check,True,70.35,False,False,Month-to-month,2,False,False
True,False,Fiber optic,Electronic check,True,69.25,False,False,Month-to-month,22,False,True
False,False,Fiber optic,Electronic check,True,103.45,True,True,Month-to-month,39,False,True
True,False,No,Electronic check,True,19.75,False,False,Two year,41,False,False
False,False,Fiber optic,Electronic check,True,69.9,False,False,Month-to-month,1,False,True
False,False,Fiber optic,Electronic check,True,89.95,False,False,Month-to-month,14,False,True
False,False,DSL,Mailed check,True,46.0,False,False,Month-to-month,4,False,True
False,False,DSL,Electronic check,True,49.3,False,False,Month-to-month,1,False,False
False,False,DSL,Credit card (automatic),False,48.55,False,False,Month-to-month,11,False,True
False,True,Fiber optic,Mailed check,True,75.45,False,False,Month-to-month,2,False,True
True,False,Fiber optic,Bank transfer (automatic),False,79.7,False,True,Month-to-month,2,False,True
False,False,Fiber optic,Credit card (automatic),True,79.55,False,False,Month-to-month,12,False,False
True,False,Fiber optic,Bank transfer (automatic),False,110.3,True,False,Two year,64,True,False
True,False,Fiber optic,Electronic check,True,83.0,False,False,One year,68,True,True
False,False,DSL,Electronic check,False,43.9,False,False,Two year,67,False,False
False,False,Fiber optic,Mailed check,True,84.3,False,True,Month-to-month,26,False,False
True,False,Fiber optic,Credit card (automatic),True,69.05,False,False,Two year,55,True,False
True,False,DSL,Mailed check,False,50.05,False,False,Month-to-month,4,False,True
True,False,DSL,Mailed check,True,50.0,False,True,Month-to-month,30,False,False
False,True,DSL,Electronic check,True,39.65,True,True,Month-to-month,1,False,True
False,False,Fiber optic,Mailed check,False,75.0,False,False,Month-to-month,3,False,True
False,False,Fiber optic,Electronic check,True,109.65,True,False,Two year,50,False,True
False,False,Fiber optic,Credit card (automatic),True,80.05,False,False,Month-to-month,14,False,False
True,False,DSL,Mailed check,False,29.2,False,False,Month-to-month,12,True,True
True,False,No,Mailed check,False,24.9,False,False,Two year,72,True,False
False,False,Fiber optic,Electronic check,True,106.6,True,True,Two year,61,False,True
False,False,Fiber optic,Electronic check,True,94.2,True,False,Month-to-month,12,False,True
True,True,Fiber optic,Electronic check,True,105.9,True,True,Month-to-month,60,False,False
True,False,Fiber optic,Electronic check,True,94.45,True,True,Month-to-month,5,False,True
True,False,DSL,Electronic check,True,39.2,True,False,Month-to-month,49,True,False
False,False,DSL,Mailed check,False,29.9,False,False,Month-to-month,1,False,False
True,False,No,Mailed check,True,19.55,False,False,Month-to-month,31,True,True
True,False,Fiber optic,Credit card (automatic),False,100.35,True,True,One year,58,False,False
True,True,Fiber optic,Electronic check,True,89.8,True,True,Month-to-month,10,False,True
False,False,DSL,Electronic check,True,29.6,False,False,Month-to-month,3,False,True
False,True,DSL,Electronic check,False,59.4,False,False,Month-to-month,16,False,True
False,True,DSL,Electronic check,True,39.85,False,True,Month-to-month,35,False,False
False,False,Fiber optic,Electronic check,True,88.7,False,True,Month-to-month,20,False,True
False,False,Fiber optic,Credit card (automatic),False,70.35,False,False,Two year,50,True,False
False,False,Fiber optic,Bank transfer (automatic),True,98.9,True,False,Month-to-month,12,False,True
True,False,Fiber optic,Bank transfer (automatic),True,108.25,True,True,Month-to-month,53,True,False
True,False,Fiber optic,Electronic check,True,94.65,False,True,One year,46,False,False
True,False,Fiber optic,Bank transfer (automatic),True,104.4,True,False,One year,64,True,False
False,False,DSL,Bank transfer (automatic),True,46.3,True,False,Month-to-month,53,False,False
True,False,DSL,Bank transfer (automatic),False,68.25,True,False,Two year,16,True,False
True,False,DSL,Bank transfer (automatic),False,35.4,False,False,Month-to-month,31,True,True
False,False,Fiber optic,Mailed check,False,95.5,True,True,One year,12,False,True
False,False,Fiber optic,Electronic check,True,79.15,False,False,Month-to-month,23,False,True
False,True,Fiber optic,Electronic check,True,94.25,True,False,Month-to-month,21,False,True
True,False,Fiber optic,Electronic check,True,89.55,False,True,One year,39,True,True
True,False,Fiber optic,Bank transfer (automatic),True,95.95,True,True,Month-to-month,45,True,False
True,False,Fiber optic,Electronic check,False,80.85,False,False,Month-to-month,17,True,True
True,False,Fiber optic,Bank transfer (automatic),True,112.55,True,True,Two year,69,False,False
True,False,Fiber optic,Electronic check,True,98.25,True,False,One year,56,False,True
False,False,DSL,Mailed check,True,50.15,False,False,Month-to-month,3,False,False
True,False,Fiber optic,Bank transfer (automatic),True,106.15,True,True,Month-to-month,42,False,True
True,False,No,Bank transfer (automatic),False,21.0,False,False,Two year,72,True,False
False,False,Fiber optic,Electronic check,True,95.5,True,False,Month-to-month,9,False,True
True,True,Fiber optic,Credit card (automatic),True,107.15,True,True,One year,68,True,False
True,False,No,Bank transfer (automatic),True,26.25,False,False,Two year,72,True,False
False,False,DSL,Bank transfer (automatic),False,29.85,False,False,Month-to-month,2,False,True
False,False,Fiber optic,Mailed check,True,79.65,False,False,Month-to-month,2,False,True
False,False,DSL,Electronic check,False,49.35,False,False,Month-to-month,4,True,True
False,False,Fiber optic,Electronic check,True,105.9,True,True,Month-to-month,60,False,True
True,False,No,Bank transfer (automatic),True,24.05,False,False,Two year,54,True,False
True,False,DSL,Bank transfer (automatic),False,30.5,False,False,Month-to-month,1,True,True
True,False,Fiber optic,Bank transfer (automatic),False,98.6,True,True,One year,17,True,True
True,False,Fiber optic,Credit card (automatic),True,96.95,False,False,Month-to-month,56,True,False
True,True,DSL,Credit card (automatic),True,49.25,False,False,Month-to-month,1,True,True
False,False,Fiber optic,Electronic check,True,93.35,True,False,Month-to-month,15,False,True
False,False,Fiber optic,Mailed check,True,80.85,True,False,Month-to-month,1,False,True
True,False,Fiber optic,Electronic check,True,105.5,True,True,Month-to-month,65,True,True
True,False,Fiber optic,Credit card (automatic),True,99.55,True,False,Month-to-month,32,True,True
False,False,DSL,Credit card (automatic),True,46.0,False,False,Month-to-month,2,False,True
True,False,Fiber optic,Bank transfer (automatic),False,83.15,False,True,One year,24,True,False
True,False,DSL,Electronic check,True,84.5,True,True,Two year,57,True,False
False,False,No,Credit card (automatic),True,20.65,False,False,One year,26,False,False
False,False,DSL,Electronic check,False,55.3,False,False,Month-to-month,16,False,False
True,True,Fiber optic,Bank transfer (automatic),True,110.75,True,True,Month-to-month,43,True,True
False,False,Fiber optic,Electronic check,True,106.5,False,True,Month-to-month,41,False,False
True,False,No,Bank transfer (automatic),False,25.15,False,False,Two year,70,False,False
True,False,DSL,Bank transfer (automatic),False,57.55,False,False,Two year,55,True,True
False,False,DSL,Electronic check,False,50.8,False,False,Month-to-month,1,False,True
True,True,Fiber optic,Electronic check,True,74.2,False,True,Month-to-month,2,False,False
False,False,Fiber optic,Electronic check,True,70.0,False,False,Month-to-month,10,False,True
False,False,DSL,Electronic check,False,44.15,True,True,One year,43,False,False
True,False,Fiber optic,Credit card (automatic),True,80.3,False,True,Month-to-month,63,True,False
False,False,Fiber optic,Electronic check,True,96.6,True,False,Month-to-month,3,False,True
True,False,DSL,Mailed check,True,55.3,False,False,Month-to-month,9,True,False
True,False,DSL,Mailed check,True,61.05,False,False,Two year,33,False,False
False,False,Fiber optic,Credit card (automatic),True,84.75,False,True,Month-to-month,31,False,False
True,False,DSL,Mailed check,False,44.3,False,False,Month-to-month,3,True,True
False,False,Fiber optic,Bank transfer (automatic),False,90.4,False,True,One year,30,False,False
True,True,Fiber optic,Electronic check,True,112.4,True,True,Two year,72,False,False
True,False,No,Bank transfer (automatic),False,19.95,False,False,Two year,68,True,False
True,False,DSL,Electronic check,True,60.45,True,True,One year,53,False,True
False,False,Fiber optic,Electronic check,True,70.1,False,False,Month-to-month,1,False,True
False,False,Fiber optic,Bank transfer (automatic),False,69.75,False,False,Month-to-month,1,True,True
False,False,Fiber optic,Credit card (automatic),True,79.05,False,False,One year,71,False,False
False,False,Fiber optic,Electronic check,True,70.7,False,False,Month-to-month,2,False,True
False,False,DSL,Mailed check,False,38.25,False,True,Two year,46,False,False
False,False,Fiber optic,Credit card (automatic),True,69.8,False,False,Month-to-month,2,False,True
False,True,Fiber optic,Credit card (automatic),True,75.3,False,False,Month-to-month,15,False,True
False,False,Fiber optic,Electronic check,True,74.9,False,False,Month-to-month,6,False,True
True,False,Fiber optic,Electronic check,False,83.8,False,True,Month-to-month,23,True,True
False,False,DSL,Bank transfer (automatic),False,56.75,True,True,Two year,22,False,False
False,False,Fiber optic,Bank transfer (automatic),False,69.0,False,False,Month-to-month,15,True,True
False,False,No,Bank transfer (automatic),False,20.65,False,False,Month-to-month,5,False,False
False,False,DSL,Mailed check,False,40.0,False,True,Month-to-month,5,False,True
False,False,Fiber optic,Electronic check,True,85.15,False,True,One year,35,True,True
False,False,DSL,Electronic check,True,50.75,True,True,Month-to-month,14,False,True
False,False,DSL,Mailed check,True,49.7,False,True,Month-to-month,24,False,False
False,False,DSL,Credit card (automatic),True,58.6,False,False,One year,39,False,False
False,False,No,Mailed check,True,19.6,False,False,Two year,27,False,False
False,False,DSL,Bank transfer (automatic),True,49.05,True,True,Month-to-month,43,False,True
False,False,DSL,Electronic check,False,55.35,False,False,Month-to-month,9,True,True
False,False,Fiber optic,Electronic check,False,79.6,True,False,Month-to-month,1,False,True
False,True,Fiber optic,Electronic check,True,75.75,False,False,Month-to-month,1,False,True
False,False,Fiber optic,Bank transfer (automatic),True,108.2,True,True,Month-to-month,20,False,False
True,False,Fiber optic,Electronic check,True,88.85,True,False,Month-to-month,10,True,False
False,False,DSL,Bank transfer (automatic),False,53.95,False,True,Two year,71,False,False
False,True,Fiber optic,Electronic check,False,89.5,True,False,Month-to-month,2,False,True
False,False,Fiber optic,Electronic check,False,69.95,False,False,Month-to-month,1,False,True
True,False,Fiber optic,Electronic check,True,95.25,True,False,Month-to-month,37,True,False
False,False,DSL,Electronic check,True,67.25,False,False,Month-to-month,12,False,False
True,False,DSL,Mailed check,False,55.95,False,False,Month-to-month,18,True,False
True,False,DSL,Credit card (automatic),True,60.8,True,True,One year,69,False,False
True,True,DSL,Electronic check,True,29.9,False,True,Month-to-month,4,False,False
False,False,No,Bank transfer (automatic),False,19.4,False,False,Month-to-month,15,False,True
True,False,DSL,Electronic check,True,59.55,True,True,Two year,67,True,False
False,False,Fiber optic,Electronic check,True,76.95,False,False,Month-to-month,3,False,True
True,True,Fiber optic,Electronic check,True,98.5,True,True,Month-to-month,25,False,True
True,False,Fiber optic,Electronic check,True,70.0,False,False,Month-to-month,1,True,True
True,False,No,Mailed check,False,19.85,False,False,Two year,7,True,False
True,False,No,Bank transfer (automatic),False,20.05,False,False,Two year,72,False,False
False,False,No,Mailed check,True,24.85,False,False,One year,41,False,False
True,False,DSL,Credit card (automatic),True,69.5,False,False,Month-to-month,23,True,False
True,False,Fiber optic,Electronic check,True,104.3,True,True,Month-to-month,54,False,True
False,False,Fiber optic,Mailed check,True,70.45,False,False,Month-to-month,1,True,True
True,False,Fiber optic,Electronic check,True,77.75,False,True,Month-to-month,55,False,True
True,False,No,Bank transfer (automatic),False,19.5,False,False,One year,41,True,False
False,False,Fiber optic,Electronic check,True,90.25,True,False,Month-to-month,30,False,True
True,False,Fiber optic,Credit card (automatic),True,105.0,True,True,Month-to-month,66,False,True
False,False,Fiber optic,Electronic check,True,74.2,False,False,Month-to-month,29,False,False
False,False,Fiber optic,Electronic check,True,70.15,False,False,Month-to-month,2,False,False
False,True,DSL,Mailed check,False,72.1,False,False,One year,54,False,False
True,True,Fiber optic,Bank transfer (automatic),True,104.05,True,True,Month-to-month,11,False,True
True,False,Fiber optic,Electronic check,True,99.2,True,True,One year,37,False,True
False,False,DSL,Bank transfer (automatic),True,88.8,True,True,One year,67,False,False
True,False,Fiber optic,Electronic check,True,94.75,True,True,Month-to-month,8,True,False
False,False,No,Mailed check,False,19.4,False,False,Month-to-month,2,False,False
True,False,Fiber optic,Bank transfer (automatic),False,92.2,True,False,One year,28,True,False
True,True,Fiber optic,Credit card (automatic),True,109.4,True,True,Month-to-month,65,False,False
False,False,Fiber optic,Electronic check,False,100.85,True,False,Month-to-month,8,False,True
True,True,Fiber optic,Electronic check,True,100.75,True,False,One year,65,False,False
False,False,DSL,Mailed check,True,50.6,False,False,Month-to-month,5,False,True
True,False,Fiber optic,Mailed check,False,89.15,True,False,Month-to-month,1,True,True
False,True,Fiber optic,Electronic check,True,93.55,True,False,Month-to-month,1,False,True
True,False,DSL,Electronic check,False,50.55,True,False,Month-to-month,11,True,False
False,True,Fiber optic,Mailed check,True,69.05,False,False,Month-to-month,5,False,True
True,False,Fiber optic,Bank transfer (automatic),True,79.35,False,False,Month-to-month,1,False,True
True,False,DSL,Credit card (automatic),True,59.05,False,False,Month-to-month,31,False,False
True,False,DSL,Mailed check,False,77.5,False,False,One year,21,True,True
True,False,Fiber optic,Electronic check,True,70.1,False,False,Month-to-month,10,False,True
False,False,No,Bank transfer (automatic),False,26.2,False,False,One year,35,False,False
False,False,Fiber optic,Mailed check,True,84.3,True,False,Month-to-month,22,False,True
True,False,Fiber optic,Bank transfer (automatic),True,108.65,True,True,Two year,72,True,False
False,False,No,Bank transfer (automatic),False,26.0,False,False,Two year,62,True,False
False,False,DSL,Bank transfer (automatic),False,65.6,False,True,Two year,37,False,False
False,False,Fiber optic,Electronic check,True,69.1,False,False,Month-to-month,1,False,True
False,False,Fiber optic,Credit card (automatic),True,89.05,True,False,Month-to-month,16,False,True
True,False,Fiber optic,Bank transfer (automatic),True,91.05,True,True,Month-to-month,32,True,True
True,False,DSL,Electronic check,True,44.85,False,True,Month-to-month,34,True,False
True,False,Fiber optic,Electronic check,True,85.95,True,False,Month-to-month,4,True,True
False,True,DSL,Electronic check,True,45.05,False,False,Month-to-month,17,False,True
True,False,Fiber optic,Electronic check,True,69.0,False,False,Month-to-month,7,True,True
False,False,Fiber optic,Electronic check,True,70.05,False,False,Month-to-month,1,False,True
True,False,DSL,Bank transfer (automatic),True,70.1,True,False,One year,57,True,True
False,False,No,Mailed check,False,20.25,False,False,Month-to-month,9,False,True
True,False,No,Credit card (automatic),True,19.45,False,False,Month-to-month,15,False,False
False,False,DSL,Credit card (automatic),False,36.0,False,False,One year,40,False,False
False,False,Fiber optic,Electronic check,True,74.15,False,False,Month-to-month,18,False,False
False,False,Fiber optic,Electronic check,True,106.6,True,True,Month-to-month,19,False,True
True,False,DSL,Mailed check,True,69.5,True,True,Month-to-month,15,True,False
True,False,DSL,Mailed check,True,81.3,True,True,Two year,64,False,False
False,True,Fiber optic,Electronic check,True,98.8,True,False,Month-to-month,55,False,True
False,False,DSL,Mailed check,False,46.3,False,False,Month-to-month,1,False,True
False,False,DSL,Mailed check,False,71.1,True,False,Two year,3,False,False
True,False,DSL,Electronic check,True,49.2,True,True,Two year,72,False,False
False,False,DSL,Credit card (automatic),True,89.65,True,True,One year,36,False,False
False,False,Fiber optic,Bank transfer (automatic),True,101.35,True,False,Month-to-month,22,False,True
False,False,No,Credit card (automatic),False,20.15,False,False,Month-to-month,22,True,False
False,True,Fiber optic,Electronic check,True,95.35,True,False,Month-to-month,10,False,True
True,False,Fiber optic,Credit card (automatic),True,78.95,False,True,Month-to-month,37,False,True
True,False,DSL,Mailed check,False,67.85,True,True,Two year,67,True,False
False,False,Fiber optic,Mailed check,True,99.0,True,False,Month-to-month,13,False,True
True,False,Fiber optic,Electronic check,True,113.15,True,True,Two year,68,True,True
True,False,Fiber optic,Bank transfer (automatic),True,74.25,False,False,One year,66,True,False
False,False,Fiber optic,Credit card (automatic),True,80.5,False,False,Month-to-month,6,False,True
False,False,DSL,Electronic check,True,44.1,False,False,Month-to-month,1,False,True
True,False,Fiber optic,Electronic check,True,69.8,False,False,Month-to-month,1,True,True
True,False,Fiber optic,Electronic check,True,96.75,False,False,Month-to-month,55,False,True
True,False,Fiber optic,Bank transfer (automatic),True,109.45,True,True,Two year,58,False,True
False,False,No,Credit card (automatic),False,23.15,False,False,Month-to-month,11,False,True
True,False,Fiber optic,Bank transfer (automatic),True,89.15,False,True,Month-to-month,25,True,True
True,False,Fiber optic,Credit card (automatic),True,85.2,True,False,Month-to-month,8,False,True
False,True,Fiber optic,Electronic check,True,73.65,False,False,Month-to-month,1,False,True
False,False,Fiber optic,Bank transfer (automatic),False,98.8,True,False,Month-to-month,37,False,True
False,False,Fiber optic,Bank transfer (automatic),True,109.55,True,True,One year,32,False,False
False,False,Fiber optic,Electronic check,True,90.45,False,True,Month-to-month,7,False,True
False,False,No,Mailed check,False,20.65,False,False,Month-to-month,7,False,False
False,False,Fiber optic,Bank transfer (automatic),True,94.75,False,True,One year,54,False,False
True,False,Fiber optic,Bank transfer (automatic),False,100.0,True,False,One year,19,True,True
False,False,Fiber optic,Credit card (automatic),False,75.35,False,False,Month-to-month,35,False,True
False,False,No,Bank transfer (automatic),False,19.7,False,False,Two year,66,False,False
True,False,Fiber optic,Credit card (automatic),True,104.5,True,True,Month-to-month,57,False,True
False,False,DSL,Bank transfer (automatic),True,49.75,False,False,Month-to-month,52,False,False
True,False,DSL,Mailed check,False,80.9,True,True,One year,21,False,False
True,False,No,Credit card (automatic),False,25.15,False,False,Two year,70,True,False
False,False,DSL,Credit card (automatic),True,54.5,False,False,Month-to-month,10,False,False
True,False,DSL,Bank transfer (automatic),True,85.9,True,True,Two year,66,False,False
False,False,No,Mailed check,False,20.1,False,False,Month-to-month,2,False,False
False,False,Fiber optic,Bank transfer (automatic),True,85.65,True,False,Month-to-month,32,False,False
False,False,DSL,Mailed check,False,50.4,False,False,Month-to-month,4,False,True
True,False,No,Bank transfer (automatic),False,19.55,False,False,One year,53,True,False
True,True,DSL,Mailed check,True,36.45,False,False,Month-to-month,3,False,True
False,True,DSL,Electronic check,True,41.9,False,False,Month-to-month,21,False,True
True,False,DSL,Credit card (automatic),True,74.55,False,True,Month-to-month,41,True,False
False,True,Fiber optic,Credit card (automatic),True,83.85,False,True,Month-to-month,33,False,True
False,True,Fiber optic,Mailed check,True,70.6,False,False,Month-to-month,1,False,False
False,False,Fiber optic,Credit card (automatic),False,75.2,False,False,Month-to-month,49,True,True
True,False,DSL,Credit card (automatic),True,65.25,False,False,Month-to-month,58,False,False
False,False,No,Mailed check,False,19.95,False,False,One year,4,False,False
False,False,DSL,Electronic check,True,70.75,True,False,Month-to-month,2,False,True
False,False,DSL,Credit card (automatic),True,43.6,True,True,Two year,62,False,False
False,False,Fiber optic,Electronic check,False,95.65,True,False,Month-to-month,2,False,True
True,False,Fiber optic,Bank transfer (automatic),True,89.85,True,False,Month-to-month,35,False,False
False,True,Fiber optic,Electronic check,True,99.05,True,True,Month-to-month,35,False,True
